"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",15,21,24,18,11,19,16,17,18,17,19,7,18,17,17,16,22,18,16,18,12,11,17,17,16,26,18,16,19,11,14,10,12,13,27,15,18,9,15,26,25,9,15,14,18,18,20,12,10,9,24,15,14,25,22,14,13,22,18,21,13,21,19,22,16,17,22,15,19,17,13,18,14,15,15,17,21,12,18,18,21,15,21,11,17,21,21,17,19,11,15,14,19,16,14,21,15,17,17,21
"2",14,21,23,19,11,19,17,17,19,17,18,8,18,20,18,16,21,19,17,18,14,12,18,16,17,26,18,16,19,10,15,8,12,15,26,16,18,9,13,27,24,10,13,13,18,19,20,12,9,10,26,16,14,24,21,12,13,23,17,20,13,20,17,23,16,18,22,15,19,17,13,16,15,17,15,17,21,12,17,17,21,15,20,11,15,20,20,17,19,10,15,15,19,16,14,21,14,17,16,22
"3",13,23,24,18,9,20,17,18,20,16,17,8,18,20,19,17,21,18,17,18,12,12,18,16,16,27,19,15,18,11,15,8,12,15,26,17,18,9,13,27,24,12,14,13,15,21,19,12,9,9,25,17,13,23,20,12,13,23,17,20,12,19,17,26,16,17,22,15,21,19,13,16,15,17,16,17,20,13,16,17,19,16,20,12,15,19,20,17,19,9,15,15,20,17,14,18,14,17,15,23
"4",14,23,23,18,9,20,16,18,21,16,17,8,18,18,20,17,18,17,17,18,12,12,19,15,16,27,17,16,19,11,15,8,11,16,25,17,19,9,14,27,23,11,14,13,15,20,18,12,9,9,24,18,13,22,20,13,13,22,17,20,12,18,16,26,15,17,22,15,21,20,13,15,15,17,15,15,21,13,16,17,21,16,21,12,14,20,24,17,18,9,15,15,21,16,14,17,15,19,15,22
"5",14,22,22,18,9,21,16,16,21,16,19,6,21,18,20,15,17,16,17,18,12,12,18,15,16,24,18,17,19,11,15,9,13,16,25,16,19,10,14,28,24,11,14,13,15,19,19,14,9,10,26,18,12,22,20,14,15,22,18,21,13,18,16,26,16,18,21,15,21,21,13,15,16,18,17,15,21,12,16,17,21,16,21,13,16,20,23,17,18,9,14,16,23,15,14,17,16,19,14,22
"6",16,21,23,18,9,21,14,16,21,17,18,7,21,18,20,15,16,15,16,18,11,16,17,15,15,24,18,16,19,11,16,9,13,15,29,18,18,10,15,30,26,12,15,15,15,19,20,13,9,11,27,19,12,22,20,14,15,21,18,17,13,18,16,26,16,19,21,16,20,20,13,15,15,18,16,15,22,11,16,19,21,16,22,13,16,20,24,17,18,10,14,16,22,17,14,17,16,19,14,22
"7",16,21,22,20,10,20,14,16,21,17,19,7,20,18,19,16,16,17,17,18,11,15,17,16,15,24,18,16,19,12,15,11,14,16,29,18,18,9,15,29,27,12,13,15,15,19,20,13,10,10,25,19,13,21,20,13,15,22,17,16,13,18,16,23,15,19,21,18,20,22,15,15,17,18,16,15,21,9,15,19,20,16,23,13,14,21,23,18,18,10,13,18,23,16,14,16,17,18,14,22
"8",16,22,22,21,10,19,14,16,19,16,20,6,20,19,18,17,16,17,16,18,10,15,16,16,16,24,17,16,20,12,16,12,14,16,29,19,17,9,15,28,28,12,13,13,15,18,20,12,10,11,25,19,13,21,22,13,15,23,16,16,14,18,17,24,15,18,19,17,20,21,16,15,18,18,16,14,22,10,14,20,19,16,23,14,14,22,23,19,17,10,14,18,22,15,14,15,17,19,13,21
"9",17,21,22,23,10,20,13,16,19,16,20,7,20,18,17,17,15,17,18,18,10,15,15,16,15,23,18,16,21,13,16,13,14,16,29,19,16,9,13,28,28,13,16,14,15,19,19,11,10,12,24,21,13,21,23,12,14,23,15,15,14,17,16,23,16,18,20,17,20,19,16,15,17,19,14,14,22,9,15,19,18,16,23,14,13,22,22,19,17,10,13,16,23,15,14,15,17,20,11,20
"10",19,21,22,21,11,21,13,17,17,15,20,7,22,18,18,17,14,17,17,19,10,14,17,14,15,25,19,17,20,15,16,13,14,15,28,19,17,7,13,28,28,13,16,13,16,19,19,11,10,12,22,22,13,21,22,13,16,24,13,13,13,16,16,23,18,16,19,17,19,21,16,15,17,19,13,11,23,9,15,19,19,18,22,13,14,23,22,18,16,10,13,17,24,15,13,13,17,21,12,20
"11",18,21,22,23,12,21,13,17,17,15,20,7,24,18,18,17,15,17,17,17,10,13,19,15,16,26,19,17,20,15,15,13,13,15,29,20,16,8,13,27,28,14,16,13,16,21,19,11,9,13,23,22,14,21,21,13,17,22,14,13,13,16,17,22,19,18,16,16,17,21,16,15,17,17,13,9,23,8,16,19,19,17,22,13,16,25,24,18,17,10,13,16,24,14,12,13,17,20,10,19
"12",17,22,22,23,12,22,13,18,17,14,19,8,24,17,18,16,15,17,18,17,10,13,19,13,16,26,19,17,20,14,14,13,13,14,30,19,17,10,12,28,29,16,16,13,15,21,20,9,9,14,22,22,14,24,20,14,17,21,13,14,13,17,15,23,17,16,15,14,17,21,16,15,17,18,12,10,24,8,16,18,19,18,22,14,15,25,23,19,17,10,13,16,26,13,11,12,15,20,10,19
"13",17,22,21,23,12,22,13,19,16,12,20,9,26,17,18,16,16,16,19,16,11,12,19,14,16,25,19,15,21,13,13,11,13,13,30,19,15,12,13,30,29,16,16,14,18,20,16,9,8,14,22,22,15,27,22,14,16,21,14,13,12,19,15,22,17,18,15,13,17,21,18,15,17,16,12,10,23,8,16,19,19,17,21,13,18,25,24,19,17,9,14,16,26,14,11,11,16,22,11,19
"14",17,22,22,24,12,21,13,20,15,12,19,10,27,16,17,19,17,17,18,16,12,11,20,14,15,24,21,15,18,11,12,10,13,14,31,17,15,12,13,28,29,16,16,13,19,20,16,9,8,14,21,21,15,26,23,14,15,21,14,14,12,20,15,21,16,18,15,13,18,21,18,16,17,18,14,11,23,8,18,21,18,18,21,15,18,25,24,19,16,10,11,15,23,15,12,9,16,21,11,18
"15",17,21,21,25,12,20,14,20,16,11,19,9,26,15,17,20,18,16,18,16,12,11,19,15,15,21,19,15,18,10,12,11,13,14,29,16,15,12,14,28,31,17,17,13,20,19,17,10,7,13,21,19,15,26,23,14,16,20,14,14,12,21,15,21,16,18,16,13,19,21,19,16,19,19,14,11,23,8,18,22,17,18,21,14,18,25,24,19,16,10,12,14,20,15,12,9,15,20,10,18
"16",17,22,21,24,12,20,13,21,16,10,18,9,23,15,18,19,20,17,18,16,11,11,19,14,15,21,19,15,17,10,12,12,12,14,26,15,14,12,15,28,32,18,17,14,21,18,16,11,9,13,20,19,15,26,24,15,16,19,14,15,12,19,15,21,16,18,19,14,20,22,17,17,21,20,14,11,22,7,19,19,16,17,21,14,18,25,25,20,16,9,13,14,18,14,13,11,16,18,10,18
"17",16,23,21,24,12,19,14,22,15,9,17,10,23,15,17,19,20,18,21,16,11,12,19,14,16,21,19,15,17,10,12,11,14,14,27,15,13,12,16,27,30,18,17,15,21,19,18,10,9,14,18,18,15,27,24,15,17,18,15,16,12,18,16,23,15,18,18,14,18,23,20,17,20,20,13,11,21,8,19,20,17,17,23,14,18,26,27,22,16,9,13,14,18,15,14,12,17,18,10,16
"18",15,21,20,23,13,20,14,22,15,10,16,9,23,15,18,18,20,17,20,16,12,12,18,14,14,20,19,15,16,10,11,12,14,14,24,16,14,12,15,26,30,19,17,18,19,19,20,11,10,14,19,18,15,27,24,15,17,17,15,17,12,17,16,23,14,21,16,15,18,23,20,17,19,19,13,11,22,9,20,20,17,17,26,14,17,27,26,22,15,10,12,14,15,14,13,11,17,18,10,15
"19",15,22,20,23,14,20,13,23,14,10,16,9,24,15,17,18,20,18,21,16,12,12,19,14,14,20,20,14,17,10,11,12,13,13,25,17,14,11,15,26,30,20,16,17,18,20,20,12,10,15,16,18,16,26,23,15,16,20,14,16,12,17,16,25,13,22,14,15,18,24,19,18,16,20,12,11,22,9,20,21,18,18,26,13,15,27,24,21,14,11,13,15,16,13,13,9,17,18,11,14
"20",16,23,20,22,14,21,12,23,14,8,16,9,22,15,17,17,20,18,20,16,13,12,20,13,16,22,21,14,17,10,12,13,13,13,25,17,14,12,15,26,34,21,16,17,17,20,21,13,11,16,17,18,16,25,24,16,18,21,14,16,12,17,17,26,12,21,14,15,15,26,19,16,15,21,13,11,23,10,20,20,18,17,26,14,15,28,24,22,14,11,13,15,17,12,11,10,17,20,11,14
"21",17,23,20,21,15,21,12,21,15,8,16,11,21,15,19,17,20,20,20,17,14,12,21,13,16,22,20,14,18,10,13,12,13,13,23,17,15,11,16,28,35,20,15,17,17,20,21,13,10,16,17,18,15,23,23,18,17,21,14,16,12,18,17,24,14,21,14,16,15,25,20,16,15,21,11,12,23,9,20,20,19,17,25,14,15,27,23,22,14,11,13,14,17,12,11,9,16,20,11,12
"22",17,23,21,19,15,22,11,22,15,8,15,11,21,16,18,18,19,18,21,16,14,12,20,13,15,21,20,15,18,11,12,13,13,13,23,15,15,12,16,29,36,22,15,16,18,19,20,13,10,17,18,18,15,22,23,18,15,21,16,16,11,17,17,23,15,19,14,15,15,25,20,16,16,22,12,12,23,10,20,20,19,17,27,13,15,27,23,20,14,13,13,13,16,12,10,12,17,20,11,13
"23",18,23,20,19,15,24,12,22,13,8,16,9,21,17,19,19,19,18,21,16,13,13,19,12,16,21,20,16,17,14,12,13,13,13,22,15,16,13,16,29,36,22,14,18,18,20,19,13,8,18,19,18,15,22,23,18,14,21,17,16,11,16,18,22,15,20,14,15,14,26,18,16,15,22,11,14,23,13,20,21,16,18,25,14,15,26,21,19,14,12,13,13,15,12,10,13,18,20,10,12
"24",18,23,21,19,15,24,13,20,14,8,15,9,20,17,19,20,18,16,22,16,14,13,19,13,17,20,20,16,17,15,11,12,13,12,21,17,16,13,15,26,36,23,14,17,19,22,19,13,9,18,17,17,17,21,23,16,14,19,17,16,12,15,17,21,14,20,16,15,13,26,18,16,14,21,12,14,22,12,21,19,16,17,26,13,16,25,21,18,16,12,13,13,14,13,9,13,16,19,11,10
"25",20,23,20,18,16,20,13,19,14,8,15,9,20,16,18,20,17,16,21,17,14,13,20,13,17,19,19,16,18,15,11,13,12,12,22,18,17,13,15,24,36,22,13,14,19,24,19,13,10,17,16,19,18,21,21,14,15,18,17,15,10,15,17,21,11,20,16,16,13,26,16,17,16,21,12,14,22,14,20,20,17,16,28,12,16,24,17,17,18,12,13,13,14,14,9,13,16,20,11,10
"26",19,23,20,19,19,20,13,18,14,8,16,9,20,15,17,20,17,16,23,19,13,12,19,12,18,20,20,15,18,14,10,12,12,11,24,17,17,14,16,25,37,22,12,14,18,24,15,13,12,18,15,19,18,22,20,13,15,18,17,15,10,15,19,22,11,22,16,16,14,26,16,17,17,22,13,13,24,14,18,20,19,17,28,12,15,24,17,17,17,12,12,14,13,15,12,12,15,19,11,11
"27",20,22,20,19,17,21,13,20,15,7,16,9,20,15,16,20,17,17,24,20,15,14,18,15,18,21,20,15,19,15,10,13,12,11,23,17,16,14,16,24,37,22,13,14,18,26,16,13,12,20,16,17,18,22,20,15,15,18,18,16,11,15,19,23,11,21,16,16,15,26,15,17,17,22,13,14,23,13,17,19,19,16,27,13,15,25,16,17,18,14,12,14,13,15,14,11,15,19,11,10
"28",19,20,22,19,17,19,14,19,15,9,15,9,19,16,17,21,18,17,23,20,15,14,18,17,18,21,20,15,20,14,10,14,12,11,23,19,15,14,17,26,37,22,14,14,19,25,17,13,12,20,18,18,17,22,20,17,14,19,17,18,11,15,19,21,10,22,16,16,13,27,14,18,16,22,13,14,22,14,16,19,18,16,27,13,15,24,16,16,19,14,11,14,13,14,14,9,16,19,9,9
"29",19,19,23,19,17,19,14,18,14,9,15,9,19,16,17,21,17,15,23,18,15,13,18,16,16,21,18,15,20,14,11,15,12,13,24,19,14,16,19,25,34,21,15,14,22,23,17,13,13,19,18,18,18,21,19,18,15,19,17,21,14,15,20,22,10,23,17,16,13,26,14,18,16,21,15,14,21,17,17,17,17,16,27,13,16,23,17,16,19,15,11,13,12,14,11,9,16,19,11,10
"30",19,20,23,19,17,21,14,18,11,9,17,9,17,17,22,21,17,14,23,17,15,13,19,16,16,22,21,17,22,15,12,14,11,13,24,20,13,18,19,24,33,20,15,14,23,26,17,13,11,19,17,18,19,21,18,19,14,18,17,19,14,15,18,22,10,22,18,15,15,26,15,18,16,21,16,14,21,16,16,16,18,18,27,15,16,23,17,16,18,16,11,13,13,14,12,9,15,19,10,11
"31",19,20,24,19,17,22,15,18,11,11,17,9,17,17,22,20,18,15,22,17,16,13,18,16,16,22,22,16,20,16,12,14,11,14,24,20,13,18,19,23,33,19,13,14,23,26,16,13,11,18,16,18,18,20,18,19,14,18,18,19,16,16,19,21,10,22,18,17,14,27,15,18,18,21,16,14,23,18,16,15,17,18,27,15,16,27,17,16,17,16,10,14,14,14,11,7,15,18,10,12
"32",22,19,25,20,16,21,16,18,11,10,19,10,17,18,21,19,17,15,22,17,15,13,18,15,16,22,20,17,20,16,12,15,13,14,23,22,13,18,19,23,34,20,12,15,24,27,16,13,12,19,15,17,19,19,16,19,14,19,19,18,17,15,20,20,9,22,19,16,14,26,16,18,17,23,18,14,24,18,16,15,16,17,27,15,16,28,16,16,18,17,10,14,15,14,11,8,15,19,10,13
"33",22,19,26,19,16,20,16,17,11,9,22,10,18,19,21,20,17,15,22,18,17,14,18,14,16,22,20,16,19,15,12,14,14,15,22,22,15,18,21,22,32,21,13,15,24,27,17,14,12,19,16,18,18,20,17,19,14,21,18,17,16,16,18,20,8,22,18,16,16,27,16,19,17,23,20,13,25,19,17,15,16,18,29,14,16,28,16,15,18,18,10,14,15,15,15,8,17,20,11,13
"34",22,19,25,19,16,19,17,18,12,10,21,11,17,19,22,20,18,15,21,17,16,14,19,13,14,22,20,16,22,16,12,14,13,15,21,22,16,18,20,22,31,20,14,16,23,27,19,14,14,19,17,18,19,20,17,20,13,20,18,17,17,17,19,20,7,22,18,15,16,26,16,21,17,24,21,14,25,19,17,17,16,16,30,13,15,28,14,15,19,19,11,15,15,14,15,8,16,20,11,14
"35",22,18,24,19,16,19,17,17,13,12,20,11,18,19,22,19,20,15,22,17,16,13,19,12,16,24,22,17,22,16,10,14,13,16,21,22,16,18,21,24,30,19,13,15,23,26,19,14,17,19,18,21,19,19,18,21,13,18,19,17,15,17,18,20,7,23,19,15,16,26,16,22,17,26,22,15,24,19,17,17,16,16,28,13,16,27,18,15,18,19,12,14,15,16,15,8,16,19,11,14
"36",22,18,22,20,16,19,16,18,12,12,18,12,18,20,19,20,20,16,20,17,18,15,18,13,14,25,21,15,22,15,10,14,13,17,21,23,17,20,21,26,29,23,13,16,23,26,18,14,18,20,16,19,19,19,17,22,14,15,17,18,15,17,19,20,7,24,20,16,18,26,18,22,17,25,23,14,25,19,19,17,16,16,27,14,16,24,19,15,20,18,13,15,14,16,15,9,16,19,12,13
"37",20,17,24,21,17,19,16,20,12,13,17,11,18,20,21,21,19,15,21,17,19,15,17,14,15,25,20,15,19,15,10,14,11,17,20,23,18,19,21,26,30,24,14,17,26,25,18,14,19,19,16,20,18,21,18,22,14,15,17,18,15,17,20,21,7,25,21,17,18,27,19,22,17,25,23,13,26,20,19,17,17,18,29,16,15,25,19,15,20,18,14,15,15,16,15,8,16,18,12,15
"38",20,17,23,23,18,19,16,19,12,13,18,12,17,20,21,21,19,14,21,15,19,16,16,14,15,22,19,15,20,17,10,13,10,17,20,22,17,23,21,26,29,25,15,16,26,25,18,14,18,17,16,20,17,22,18,22,13,14,17,18,15,17,22,22,7,22,21,17,19,27,20,21,17,23,23,13,25,20,20,19,17,18,28,16,16,23,20,15,21,21,15,16,15,15,19,8,16,18,12,15
"39",20,18,25,24,18,17,16,18,14,12,18,13,17,21,19,20,19,15,22,18,19,16,17,15,15,22,20,14,19,16,10,14,9,17,22,22,19,25,20,24,28,25,15,16,27,24,18,15,19,17,16,18,17,23,18,23,12,13,17,17,15,18,22,25,8,22,21,19,17,27,23,21,17,23,23,13,26,22,20,19,16,18,28,16,17,22,19,16,21,23,16,16,17,16,19,9,14,19,12,16
"40",20,18,24,22,18,17,17,16,14,12,18,14,17,21,19,20,18,14,22,20,19,15,16,15,13,23,18,13,19,15,10,14,8,19,23,23,19,25,20,24,29,25,15,17,27,23,18,15,18,17,16,18,16,23,19,23,11,13,17,16,13,18,21,24,9,21,23,20,18,30,23,20,18,23,22,13,25,21,20,20,16,18,28,15,17,23,19,15,22,24,16,15,17,17,20,10,14,19,12,16
"41",20,18,24,22,17,18,16,16,15,12,18,14,20,21,19,22,16,15,22,20,21,15,16,15,15,23,17,14,20,17,11,15,9,19,25,22,19,26,19,24,30,25,13,17,26,24,19,15,18,15,17,18,16,24,19,25,11,13,18,16,13,18,19,22,10,21,22,21,18,31,21,21,17,24,23,12,26,20,20,21,17,18,27,14,19,23,19,16,22,24,17,16,17,17,22,12,12,19,13,17
"42",19,20,21,20,17,18,16,19,17,13,19,15,19,21,20,21,15,15,21,21,22,16,16,15,16,23,17,13,19,16,11,15,10,20,26,22,19,27,18,25,29,25,12,17,26,23,19,15,16,15,18,18,15,25,20,25,11,14,16,16,13,19,18,22,10,21,23,20,19,30,22,20,17,23,22,13,26,20,20,22,17,18,24,15,17,24,19,18,21,22,17,15,18,17,22,13,10,20,15,16
"43",17,20,21,22,17,18,15,21,15,13,19,14,19,21,22,22,15,16,21,23,22,15,15,16,17,21,16,15,18,16,11,15,11,22,27,23,19,30,17,25,30,26,12,17,27,26,22,15,14,16,18,20,16,26,18,26,11,14,16,17,15,20,20,21,11,21,22,19,17,31,23,20,14,22,23,13,25,19,19,21,17,18,23,16,17,25,19,19,21,22,16,17,18,17,21,15,11,19,15,14
"44",17,20,22,23,16,18,14,21,16,13,20,14,17,21,22,24,15,16,22,22,23,15,15,16,17,21,17,16,18,17,10,15,10,22,27,23,18,30,17,24,29,26,11,18,26,25,21,15,13,17,16,20,17,25,18,25,11,13,15,16,17,21,21,20,12,20,19,22,18,28,23,20,16,21,22,16,24,20,19,23,17,19,23,16,18,25,20,19,22,22,17,16,17,18,20,15,10,19,16,14
"45",18,21,22,23,14,18,14,21,17,13,19,15,16,21,21,23,15,15,22,21,22,15,14,16,17,20,16,16,19,18,10,14,10,22,25,24,18,29,17,25,28,26,14,19,25,23,21,14,15,16,15,19,16,24,17,24,11,13,15,15,17,21,20,21,12,20,19,21,16,27,26,19,16,22,22,16,23,20,19,23,17,18,24,17,19,24,19,18,21,20,17,15,17,17,19,15,10,17,16,15
"46",19,22,22,23,14,18,16,21,18,16,20,15,16,23,21,23,14,18,22,22,26,16,17,16,18,18,16,16,20,15,11,14,13,22,26,25,19,27,16,25,26,24,14,21,25,23,22,12,16,16,15,21,16,24,16,25,11,15,15,14,19,21,21,19,12,19,19,21,15,27,24,19,16,24,22,15,24,21,20,24,16,19,24,17,19,25,19,18,20,20,18,15,18,17,19,16,10,16,16,16
"47",20,22,22,19,14,19,18,21,18,17,22,14,17,22,21,26,15,17,22,22,24,14,16,17,16,17,16,18,20,16,12,16,14,23,25,25,21,27,16,26,26,25,16,23,26,22,21,12,16,16,15,20,16,23,15,25,10,15,15,14,19,21,25,18,13,18,20,22,16,26,23,19,16,25,22,17,26,21,20,24,15,19,24,15,19,27,19,17,21,19,19,16,18,17,18,15,12,15,16,15
"48",20,20,22,19,16,20,19,21,18,17,22,14,17,22,21,24,15,19,23,24,23,13,16,18,16,18,18,19,21,14,12,16,14,22,24,25,21,28,16,26,26,22,16,22,24,22,22,15,15,17,16,21,15,24,15,26,10,15,15,14,19,21,25,18,15,19,20,25,16,25,25,19,17,25,20,16,28,21,20,23,16,18,26,15,19,28,21,14,20,19,21,16,19,16,19,15,11,14,16,14
