population,treatment,temp,period,day,date,rep,status,intensity
1,stable,10,2,21,08-02-2018,2,0,0
1,stable,10,2,21,08-02-2018,3,0,0
1,stable,10,2,21,08-02-2018,4,0,0
1,stable,10,2,21,08-02-2018,5,0,0
1,stable,10,2,21,08-02-2018,6,0,0
1,stable,10,2,21,08-02-2018,7,0,0
1,stable,10,2,21,08-02-2018,8,0,0
1,stable,10,2,21,08-02-2018,9,0,0
1,stable,10,2,21,08-02-2018,10,0,0
1,stable,10,2,21,08-02-2018,11,0,0
1,stable,10,2,21,08-02-2018,12,0,0
2,stable,10,2,21,08-02-2018,1,0,0
2,stable,10,2,21,08-02-2018,2,0,0
2,stable,10,2,21,08-02-2018,3,0,0
2,stable,10,2,21,08-02-2018,4,0,0
2,stable,10,2,21,08-02-2018,5,0,0
2,stable,10,2,21,08-02-2018,6,0,0
2,stable,10,2,21,08-02-2018,7,0,0
2,stable,10,2,21,08-02-2018,8,0,0
2,stable,10,2,21,08-02-2018,9,0,0
2,stable,10,2,21,08-02-2018,10,0,0
2,stable,10,2,21,08-02-2018,11,0,0
2,stable,10,2,21,08-02-2018,12,0,0
3,stable,10,2,21,08-02-2018,1,0,0
3,stable,10,2,21,08-02-2018,2,0,0
3,stable,10,2,21,08-02-2018,3,0,0
3,stable,10,2,21,08-02-2018,4,0,0
3,stable,10,2,21,08-02-2018,5,0,0
3,stable,10,2,21,08-02-2018,6,0,0
3,stable,10,2,21,08-02-2018,7,0,0
3,stable,10,2,21,08-02-2018,8,0,0
3,stable,10,2,21,08-02-2018,9,0,0
3,stable,10,2,21,08-02-2018,10,0,0
3,stable,10,2,21,08-02-2018,11,0,0
3,stable,10,2,21,08-02-2018,12,0,0
4,stable,10,2,21,08-02-2018,1,0,0
4,stable,10,2,21,08-02-2018,2,0,0
4,stable,10,2,21,08-02-2018,3,0,0
4,stable,10,2,21,08-02-2018,4,0,0
4,stable,10,2,21,08-02-2018,5,0,0
4,stable,10,2,21,08-02-2018,6,0,0
4,stable,10,2,21,08-02-2018,7,0,0
4,stable,10,2,21,08-02-2018,8,0,0
4,stable,10,2,21,08-02-2018,9,0,0
4,stable,10,2,21,08-02-2018,10,0,0
4,stable,10,2,21,08-02-2018,11,0,0
4,stable,10,2,21,08-02-2018,12,0,0
5,rising,10.5,2,21,08-02-2018,1,0,0
5,rising,10.5,2,21,08-02-2018,2,0,0
5,rising,10.5,2,21,08-02-2018,3,0,0
5,rising,10.5,2,21,08-02-2018,4,0,0
5,rising,10.5,2,21,08-02-2018,5,0,0
5,rising,10.5,2,21,08-02-2018,6,0,0
5,rising,10.5,2,21,08-02-2018,7,0,0
5,rising,10.5,2,21,08-02-2018,8,0,0
5,rising,10.5,2,21,08-02-2018,9,0,0
5,rising,10.5,2,21,08-02-2018,10,0,0
5,rising,10.5,2,21,08-02-2018,11,0,0
5,rising,10.5,2,21,08-02-2018,12,0,0
6,rising,10.5,2,21,08-02-2018,1,0,0
6,rising,10.5,2,21,08-02-2018,2,0,0
6,rising,10.5,2,21,08-02-2018,3,0,0
6,rising,10.5,2,21,08-02-2018,4,0,0
6,rising,10.5,2,21,08-02-2018,5,0,0
6,rising,10.5,2,21,08-02-2018,6,0,0
6,rising,10.5,2,21,08-02-2018,7,0,0
6,rising,10.5,2,21,08-02-2018,8,0,0
6,rising,10.5,2,21,08-02-2018,9,0,0
6,rising,10.5,2,21,08-02-2018,10,0,0
6,rising,10.5,2,21,08-02-2018,11,0,0
6,rising,10.5,2,21,08-02-2018,12,0,0
7,rising,10.5,2,21,08-02-2018,1,0,0
7,rising,10.5,2,21,08-02-2018,2,0,0
7,rising,10.5,2,21,08-02-2018,3,0,0
7,rising,10.5,2,21,08-02-2018,4,0,0
7,rising,10.5,2,21,08-02-2018,5,0,0
7,rising,10.5,2,21,08-02-2018,6,0,0
7,rising,10.5,2,21,08-02-2018,7,0,0
7,rising,10.5,2,21,08-02-2018,8,0,0
7,rising,10.5,2,21,08-02-2018,9,0,0
7,rising,10.5,2,21,08-02-2018,10,0,0
7,rising,10.5,2,21,08-02-2018,11,0,0
7,rising,10.5,2,21,08-02-2018,12,0,0
8,rising,10.5,2,21,08-02-2018,1,0,0
8,rising,10.5,2,21,08-02-2018,2,0,0
8,rising,10.5,2,21,08-02-2018,3,0,0
8,rising,10.5,2,21,08-02-2018,4,0,0
8,rising,10.5,2,21,08-02-2018,5,0,0
8,rising,10.5,2,21,08-02-2018,6,0,0
8,rising,10.5,2,21,08-02-2018,7,0,0
8,rising,10.5,2,21,08-02-2018,8,0,0
8,rising,10.5,2,21,08-02-2018,9,0,0
8,rising,10.5,2,21,08-02-2018,10,0,0
8,rising,10.5,2,21,08-02-2018,11,0,0
8,rising,10.5,2,21,08-02-2018,12,0,0
1,stable,10,2,24,08-05-2018,1,0,0
1,stable,10,2,24,08-05-2018,2,0,0
1,stable,10,2,24,08-05-2018,3,0,0
1,stable,10,2,24,08-05-2018,4,0,0
1,stable,10,2,24,08-05-2018,5,0,0
1,stable,10,2,24,08-05-2018,6,0,0
1,stable,10,2,24,08-05-2018,7,0,0
1,stable,10,2,24,08-05-2018,8,0,0
1,stable,10,2,24,08-05-2018,9,0,0
1,stable,10,2,24,08-05-2018,10,0,0
1,stable,10,2,24,08-05-2018,11,0,0
1,stable,10,2,24,08-05-2018,12,0,0
2,stable,10,2,24,08-05-2018,1,0,0
2,stable,10,2,24,08-05-2018,2,0,0
2,stable,10,2,24,08-05-2018,3,0,0
2,stable,10,2,24,08-05-2018,4,0,0
2,stable,10,2,24,08-05-2018,5,0,0
2,stable,10,2,24,08-05-2018,6,0,0
2,stable,10,2,24,08-05-2018,7,0,0
2,stable,10,2,24,08-05-2018,8,0,0
2,stable,10,2,24,08-05-2018,9,0,0
2,stable,10,2,24,08-05-2018,10,0,0
2,stable,10,2,24,08-05-2018,11,1,7
2,stable,10,2,24,08-05-2018,12,0,0
3,stable,10,2,24,08-05-2018,1,0,0
3,stable,10,2,24,08-05-2018,2,0,0
3,stable,10,2,24,08-05-2018,3,0,0
3,stable,10,2,24,08-05-2018,4,0,0
3,stable,10,2,24,08-05-2018,5,0,0
3,stable,10,2,24,08-05-2018,6,0,0
3,stable,10,2,24,08-05-2018,7,0,0
3,stable,10,2,24,08-05-2018,8,0,0
3,stable,10,2,24,08-05-2018,9,0,0
3,stable,10,2,24,08-05-2018,10,0,0
3,stable,10,2,24,08-05-2018,11,0,0
3,stable,10,2,24,08-05-2018,12,0,0
4,stable,10,2,24,08-05-2018,1,0,0
4,stable,10,2,24,08-05-2018,2,0,0
4,stable,10,2,24,08-05-2018,3,0,0
4,stable,10,2,24,08-05-2018,4,0,0
4,stable,10,2,24,08-05-2018,5,0,0
4,stable,10,2,24,08-05-2018,6,0,0
4,stable,10,2,24,08-05-2018,7,0,0
4,stable,10,2,24,08-05-2018,8,0,0
4,stable,10,2,24,08-05-2018,9,0,0
4,stable,10,2,24,08-05-2018,10,0,0
4,stable,10,2,24,08-05-2018,11,0,0
4,stable,10,2,24,08-05-2018,12,0,0
5,rising,10.5,2,24,08-05-2018,1,0,0
5,rising,10.5,2,24,08-05-2018,2,0,0
5,rising,10.5,2,24,08-05-2018,3,0,0
5,rising,10.5,2,24,08-05-2018,4,0,0
5,rising,10.5,2,24,08-05-2018,5,0,0
5,rising,10.5,2,24,08-05-2018,6,0,0
5,rising,10.5,2,24,08-05-2018,7,0,0
5,rising,10.5,2,24,08-05-2018,8,0,0
5,rising,10.5,2,24,08-05-2018,9,0,0
5,rising,10.5,2,24,08-05-2018,10,0,0
5,rising,10.5,2,24,08-05-2018,11,0,0
5,rising,10.5,2,24,08-05-2018,12,0,0
6,rising,10.5,2,24,08-05-2018,1,0,0
6,rising,10.5,2,24,08-05-2018,2,0,0
6,rising,10.5,2,24,08-05-2018,3,0,0
6,rising,10.5,2,24,08-05-2018,4,0,0
6,rising,10.5,2,24,08-05-2018,5,0,0
6,rising,10.5,2,24,08-05-2018,6,0,0
6,rising,10.5,2,24,08-05-2018,7,0,0
6,rising,10.5,2,24,08-05-2018,8,0,0
6,rising,10.5,2,24,08-05-2018,9,0,0
6,rising,10.5,2,24,08-05-2018,10,0,0
6,rising,10.5,2,24,08-05-2018,11,0,0
6,rising,10.5,2,24,08-05-2018,12,0,0
7,rising,10.5,2,24,08-05-2018,1,0,0
7,rising,10.5,2,24,08-05-2018,2,0,0
7,rising,10.5,2,24,08-05-2018,3,0,0
7,rising,10.5,2,24,08-05-2018,4,0,0
7,rising,10.5,2,24,08-05-2018,5,0,0
7,rising,10.5,2,24,08-05-2018,6,0,0
7,rising,10.5,2,24,08-05-2018,7,0,0
7,rising,10.5,2,24,08-05-2018,8,0,0
7,rising,10.5,2,24,08-05-2018,9,0,0
7,rising,10.5,2,24,08-05-2018,10,0,0
7,rising,10.5,2,24,08-05-2018,11,0,0
7,rising,10.5,2,24,08-05-2018,12,0,0
8,rising,10.5,2,24,08-05-2018,1,0,0
8,rising,10.5,2,24,08-05-2018,2,0,0
8,rising,10.5,2,24,08-05-2018,3,0,0
8,rising,10.5,2,24,08-05-2018,4,0,0
8,rising,10.5,2,24,08-05-2018,5,0,0
8,rising,10.5,2,24,08-05-2018,6,0,0
8,rising,10.5,2,24,08-05-2018,7,0,0
8,rising,10.5,2,24,08-05-2018,8,0,0
8,rising,10.5,2,24,08-05-2018,9,0,0
8,rising,10.5,2,24,08-05-2018,10,0,0
8,rising,10.5,2,24,08-05-2018,11,0,0
8,rising,10.5,2,24,08-05-2018,12,0,0
1,stable,10,2,27,08-08-2018,1,0,0
1,stable,10,2,27,08-08-2018,2,0,0
1,stable,10,2,27,08-08-2018,3,0,0
1,stable,10,2,27,08-08-2018,4,0,0
1,stable,10,2,27,08-08-2018,5,0,0
1,stable,10,2,27,08-08-2018,6,0,0
1,stable,10,2,27,08-08-2018,7,0,0
1,stable,10,2,27,08-08-2018,8,0,0
1,stable,10,2,27,08-08-2018,9,0,0
1,stable,10,2,27,08-08-2018,10,0,0
1,stable,10,2,27,08-08-2018,11,0,0
1,stable,10,2,27,08-08-2018,12,0,0
2,stable,10,2,27,08-08-2018,1,0,0
2,stable,10,2,27,08-08-2018,2,0,0
2,stable,10,2,27,08-08-2018,3,0,0
2,stable,10,2,27,08-08-2018,4,0,0
2,stable,10,2,27,08-08-2018,5,0,0
2,stable,10,2,27,08-08-2018,6,1,16
2,stable,10,2,27,08-08-2018,7,0,0
2,stable,10,2,27,08-08-2018,8,0,0
2,stable,10,2,27,08-08-2018,9,0,0
2,stable,10,2,27,08-08-2018,10,0,0
2,stable,10,2,27,08-08-2018,11,0,0
2,stable,10,2,27,08-08-2018,12,0,0
3,stable,10,2,27,08-08-2018,1,0,0
3,stable,10,2,27,08-08-2018,2,0,0
3,stable,10,2,27,08-08-2018,3,0,0
3,stable,10,2,27,08-08-2018,4,0,0
3,stable,10,2,27,08-08-2018,5,0,0
3,stable,10,2,27,08-08-2018,6,0,0
3,stable,10,2,27,08-08-2018,7,0,0
3,stable,10,2,27,08-08-2018,8,0,0
3,stable,10,2,27,08-08-2018,9,0,0
3,stable,10,2,27,08-08-2018,10,0,0
3,stable,10,2,27,08-08-2018,11,0,0
3,stable,10,2,27,08-08-2018,12,0,0
4,stable,10,2,27,08-08-2018,1,0,0
4,stable,10,2,27,08-08-2018,2,0,0
4,stable,10,2,27,08-08-2018,3,0,0
4,stable,10,2,27,08-08-2018,4,1,29
4,stable,10,2,27,08-08-2018,5,0,0
4,stable,10,2,27,08-08-2018,6,0,0
4,stable,10,2,27,08-08-2018,7,0,0
4,stable,10,2,27,08-08-2018,8,0,0
4,stable,10,2,27,08-08-2018,9,0,0
4,stable,10,2,27,08-08-2018,10,0,0
4,stable,10,2,27,08-08-2018,11,0,0
4,stable,10,2,27,08-08-2018,12,0,0
5,rising,10.5,2,27,08-08-2018,1,0,0
5,rising,10.5,2,27,08-08-2018,2,0,0
5,rising,10.5,2,27,08-08-2018,3,0,0
5,rising,10.5,2,27,08-08-2018,4,0,0
5,rising,10.5,2,27,08-08-2018,5,0,0
5,rising,10.5,2,27,08-08-2018,6,0,0
5,rising,10.5,2,27,08-08-2018,7,0,0
5,rising,10.5,2,27,08-08-2018,8,0,0
5,rising,10.5,2,27,08-08-2018,9,0,0
5,rising,10.5,2,27,08-08-2018,10,0,0
5,rising,10.5,2,27,08-08-2018,11,0,0
5,rising,10.5,2,27,08-08-2018,12,0,0
6,rising,10.5,2,27,08-08-2018,1,0,0
6,rising,10.5,2,27,08-08-2018,2,0,0
6,rising,10.5,2,27,08-08-2018,3,0,0
6,rising,10.5,2,27,08-08-2018,4,0,0
6,rising,10.5,2,27,08-08-2018,5,0,0
6,rising,10.5,2,27,08-08-2018,6,0,0
6,rising,10.5,2,27,08-08-2018,7,0,0
6,rising,10.5,2,27,08-08-2018,8,0,0
6,rising,10.5,2,27,08-08-2018,9,0,0
6,rising,10.5,2,27,08-08-2018,10,0,0
6,rising,10.5,2,27,08-08-2018,11,0,0
6,rising,10.5,2,27,08-08-2018,12,0,0
7,rising,10.5,2,27,08-08-2018,1,0,0
7,rising,10.5,2,27,08-08-2018,2,0,0
7,rising,10.5,2,27,08-08-2018,3,0,0
7,rising,10.5,2,27,08-08-2018,4,0,0
7,rising,10.5,2,27,08-08-2018,5,0,0
7,rising,10.5,2,27,08-08-2018,6,0,0
7,rising,10.5,2,27,08-08-2018,7,0,0
7,rising,10.5,2,27,08-08-2018,8,0,0
7,rising,10.5,2,27,08-08-2018,9,0,0
7,rising,10.5,2,27,08-08-2018,10,0,0
7,rising,10.5,2,27,08-08-2018,11,0,0
7,rising,10.5,2,27,08-08-2018,12,0,0
8,rising,10.5,2,27,08-08-2018,1,0,0
8,rising,10.5,2,27,08-08-2018,2,0,0
8,rising,10.5,2,27,08-08-2018,3,0,0
8,rising,10.5,2,27,08-08-2018,4,0,0
8,rising,10.5,2,27,08-08-2018,5,0,0
8,rising,10.5,2,27,08-08-2018,6,0,0
8,rising,10.5,2,27,08-08-2018,7,0,0
8,rising,10.5,2,27,08-08-2018,8,0,0
8,rising,10.5,2,27,08-08-2018,9,0,0
8,rising,10.5,2,27,08-08-2018,10,0,0
8,rising,10.5,2,27,08-08-2018,11,0,0
8,rising,10.5,2,27,08-08-2018,12,0,0
1,stable,10,2,30,08-11-2018,1,0,0
1,stable,10,2,30,08-11-2018,2,0,0
1,stable,10,2,30,08-11-2018,3,0,0
1,stable,10,2,30,08-11-2018,4,0,0
1,stable,10,2,30,08-11-2018,5,0,0
1,stable,10,2,30,08-11-2018,6,0,0
1,stable,10,2,30,08-11-2018,7,0,0
1,stable,10,2,30,08-11-2018,8,0,0
1,stable,10,2,30,08-11-2018,9,0,0
1,stable,10,2,30,08-11-2018,10,0,0
1,stable,10,2,30,08-11-2018,11,0,0
1,stable,10,2,30,08-11-2018,12,0,0
2,stable,10,2,30,08-11-2018,1,0,0
2,stable,10,2,30,08-11-2018,2,0,0
2,stable,10,2,30,08-11-2018,3,0,0
2,stable,10,2,30,08-11-2018,4,0,0
2,stable,10,2,30,08-11-2018,5,0,0
2,stable,10,2,30,08-11-2018,6,0,0
2,stable,10,2,30,08-11-2018,7,0,0
2,stable,10,2,30,08-11-2018,8,0,0
2,stable,10,2,30,08-11-2018,9,0,0
2,stable,10,2,30,08-11-2018,10,0,0
2,stable,10,2,30,08-11-2018,11,0,0
2,stable,10,2,30,08-11-2018,12,0,0
3,stable,10,2,30,08-11-2018,1,0,0
3,stable,10,2,30,08-11-2018,2,0,0
3,stable,10,2,30,08-11-2018,3,0,0
3,stable,10,2,30,08-11-2018,4,0,0
3,stable,10,2,30,08-11-2018,5,0,0
3,stable,10,2,30,08-11-2018,6,0,0
3,stable,10,2,30,08-11-2018,7,0,0
3,stable,10,2,30,08-11-2018,8,0,0
3,stable,10,2,30,08-11-2018,9,0,0
3,stable,10,2,30,08-11-2018,10,0,0
3,stable,10,2,30,08-11-2018,11,0,0
3,stable,10,2,30,08-11-2018,12,0,0
4,stable,10,2,30,08-11-2018,1,0,0
4,stable,10,2,30,08-11-2018,2,0,0
4,stable,10,2,30,08-11-2018,3,0,0
4,stable,10,2,30,08-11-2018,4,0,0
4,stable,10,2,30,08-11-2018,5,0,0
4,stable,10,2,30,08-11-2018,6,0,0
4,stable,10,2,30,08-11-2018,7,0,0
4,stable,10,2,30,08-11-2018,8,0,0
4,stable,10,2,30,08-11-2018,9,0,0
4,stable,10,2,30,08-11-2018,10,0,0
4,stable,10,2,30,08-11-2018,11,0,0
4,stable,10,2,30,08-11-2018,12,0,0
5,rising,10.5,2,30,08-11-2018,1,0,0
5,rising,10.5,2,30,08-11-2018,2,0,0
5,rising,10.5,2,30,08-11-2018,3,0,0
5,rising,10.5,2,30,08-11-2018,4,0,0
5,rising,10.5,2,30,08-11-2018,5,0,0
5,rising,10.5,2,30,08-11-2018,6,0,0
5,rising,10.5,2,30,08-11-2018,7,0,0
5,rising,10.5,2,30,08-11-2018,8,0,0
5,rising,10.5,2,30,08-11-2018,9,0,0
5,rising,10.5,2,30,08-11-2018,10,0,0
5,rising,10.5,2,30,08-11-2018,11,0,0
5,rising,10.5,2,30,08-11-2018,12,0,0
6,rising,10.5,2,30,08-11-2018,1,0,0
6,rising,10.5,2,30,08-11-2018,2,0,0
6,rising,10.5,2,30,08-11-2018,3,0,0
6,rising,10.5,2,30,08-11-2018,4,0,0
6,rising,10.5,2,30,08-11-2018,5,0,0
6,rising,10.5,2,30,08-11-2018,6,0,0
6,rising,10.5,2,30,08-11-2018,7,0,0
6,rising,10.5,2,30,08-11-2018,8,0,0
6,rising,10.5,2,30,08-11-2018,9,0,0
6,rising,10.5,2,30,08-11-2018,10,0,0
6,rising,10.5,2,30,08-11-2018,11,0,0
6,rising,10.5,2,30,08-11-2018,12,0,0
7,rising,10.5,2,30,08-11-2018,1,0,0
7,rising,10.5,2,30,08-11-2018,2,0,0
7,rising,10.5,2,30,08-11-2018,3,0,0
7,rising,10.5,2,30,08-11-2018,4,0,0
7,rising,10.5,2,30,08-11-2018,5,0,0
7,rising,10.5,2,30,08-11-2018,6,0,0
7,rising,10.5,2,30,08-11-2018,7,0,0
7,rising,10.5,2,30,08-11-2018,8,0,0
7,rising,10.5,2,30,08-11-2018,9,0,0
7,rising,10.5,2,30,08-11-2018,10,0,0
7,rising,10.5,2,30,08-11-2018,11,0,0
7,rising,10.5,2,30,08-11-2018,12,0,0
8,rising,10.5,2,30,08-11-2018,1,0,0
8,rising,10.5,2,30,08-11-2018,2,1,6
8,rising,10.5,2,30,08-11-2018,3,0,0
8,rising,10.5,2,30,08-11-2018,4,0,0
8,rising,10.5,2,30,08-11-2018,5,0,0
8,rising,10.5,2,30,08-11-2018,6,0,0
8,rising,10.5,2,30,08-11-2018,7,0,0
8,rising,10.5,2,30,08-11-2018,8,0,0
8,rising,10.5,2,30,08-11-2018,9,0,0
8,rising,10.5,2,30,08-11-2018,10,0,0
8,rising,10.5,2,30,08-11-2018,11,0,0
8,rising,10.5,2,30,08-11-2018,12,0,0
1,stable,10,3,33,08-14-2018,1,0,0
1,stable,10,3,33,08-14-2018,2,0,0
1,stable,10,3,33,08-14-2018,3,0,0
1,stable,10,3,33,08-14-2018,4,0,0
1,stable,10,3,33,08-14-2018,5,0,0
1,stable,10,3,33,08-14-2018,6,0,0
1,stable,10,3,33,08-14-2018,7,0,0
1,stable,10,3,33,08-14-2018,8,0,0
1,stable,10,3,33,08-14-2018,9,0,0
1,stable,10,3,33,08-14-2018,10,0,0
1,stable,10,3,33,08-14-2018,11,0,0
1,stable,10,3,33,08-14-2018,12,0,0
2,stable,10,3,33,08-14-2018,1,0,0
2,stable,10,3,33,08-14-2018,2,0,0
2,stable,10,3,33,08-14-2018,3,0,0
2,stable,10,3,33,08-14-2018,4,0,0
2,stable,10,3,33,08-14-2018,5,0,0
2,stable,10,3,33,08-14-2018,6,0,0
2,stable,10,3,33,08-14-2018,7,0,0
2,stable,10,3,33,08-14-2018,8,0,0
2,stable,10,3,33,08-14-2018,9,0,0
2,stable,10,3,33,08-14-2018,10,0,0
2,stable,10,3,33,08-14-2018,11,0,0
2,stable,10,3,33,08-14-2018,12,0,0
3,stable,10,3,33,08-14-2018,1,0,0
3,stable,10,3,33,08-14-2018,2,0,0
3,stable,10,3,33,08-14-2018,3,0,0
3,stable,10,3,33,08-14-2018,4,0,0
3,stable,10,3,33,08-14-2018,5,0,0
3,stable,10,3,33,08-14-2018,6,0,0
3,stable,10,3,33,08-14-2018,7,0,0
3,stable,10,3,33,08-14-2018,8,0,0
3,stable,10,3,33,08-14-2018,9,0,0
3,stable,10,3,33,08-14-2018,10,0,0
3,stable,10,3,33,08-14-2018,11,0,0
3,stable,10,3,33,08-14-2018,12,0,0
4,stable,10,3,33,08-14-2018,1,0,0
4,stable,10,3,33,08-14-2018,2,0,0
4,stable,10,3,33,08-14-2018,3,0,0
4,stable,10,3,33,08-14-2018,4,0,0
4,stable,10,3,33,08-14-2018,5,0,0
4,stable,10,3,33,08-14-2018,6,0,0
4,stable,10,3,33,08-14-2018,7,0,0
4,stable,10,3,33,08-14-2018,8,0,0
4,stable,10,3,33,08-14-2018,9,0,0
4,stable,10,3,33,08-14-2018,10,0,0
4,stable,10,3,33,08-14-2018,11,0,0
4,stable,10,3,33,08-14-2018,12,0,0
5,rising,11,3,33,08-14-2018,1,0,0
5,rising,11,3,33,08-14-2018,2,0,0
5,rising,11,3,33,08-14-2018,3,0,0
5,rising,11,3,33,08-14-2018,4,0,0
5,rising,11,3,33,08-14-2018,5,0,0
5,rising,11,3,33,08-14-2018,6,0,0
5,rising,11,3,33,08-14-2018,7,0,0
5,rising,11,3,33,08-14-2018,8,0,0
5,rising,11,3,33,08-14-2018,9,0,0
5,rising,11,3,33,08-14-2018,10,0,0
5,rising,11,3,33,08-14-2018,11,0,0
5,rising,11,3,33,08-14-2018,12,0,0
6,rising,11,3,33,08-14-2018,1,0,0
6,rising,11,3,33,08-14-2018,2,0,0
6,rising,11,3,33,08-14-2018,3,0,0
6,rising,11,3,33,08-14-2018,4,0,0
6,rising,11,3,33,08-14-2018,5,0,0
6,rising,11,3,33,08-14-2018,6,0,0
6,rising,11,3,33,08-14-2018,7,0,0
6,rising,11,3,33,08-14-2018,8,0,0
6,rising,11,3,33,08-14-2018,9,0,0
6,rising,11,3,33,08-14-2018,10,0,0
6,rising,11,3,33,08-14-2018,11,1,37
6,rising,11,3,33,08-14-2018,12,0,0
7,rising,11,3,33,08-14-2018,1,0,0
7,rising,11,3,33,08-14-2018,2,0,0
7,rising,11,3,33,08-14-2018,3,0,0
7,rising,11,3,33,08-14-2018,4,0,0
7,rising,11,3,33,08-14-2018,5,0,0
7,rising,11,3,33,08-14-2018,6,0,0
7,rising,11,3,33,08-14-2018,7,0,0
7,rising,11,3,33,08-14-2018,8,0,0
7,rising,11,3,33,08-14-2018,9,0,0
7,rising,11,3,33,08-14-2018,10,1,1
7,rising,11,3,33,08-14-2018,11,0,0
7,rising,11,3,33,08-14-2018,12,0,0
8,rising,11,3,33,08-14-2018,1,0,0
8,rising,11,3,33,08-14-2018,2,0,0
8,rising,11,3,33,08-14-2018,3,0,0
8,rising,11,3,33,08-14-2018,4,0,0
8,rising,11,3,33,08-14-2018,5,0,0
8,rising,11,3,33,08-14-2018,6,0,0
8,rising,11,3,33,08-14-2018,7,0,0
8,rising,11,3,33,08-14-2018,8,0,0
8,rising,11,3,33,08-14-2018,9,0,0
8,rising,11,3,33,08-14-2018,10,0,0
8,rising,11,3,33,08-14-2018,11,0,0
8,rising,11,3,33,08-14-2018,12,0,0
1,stable,10,3,36,08-17-2018,1,0,0
1,stable,10,3,36,08-17-2018,2,0,0
1,stable,10,3,36,08-17-2018,3,0,0
1,stable,10,3,36,08-17-2018,4,0,0
1,stable,10,3,36,08-17-2018,5,0,0
1,stable,10,3,36,08-17-2018,6,0,0
1,stable,10,3,36,08-17-2018,7,0,0
1,stable,10,3,36,08-17-2018,8,0,0
1,stable,10,3,36,08-17-2018,9,0,0
1,stable,10,3,36,08-17-2018,10,0,0
1,stable,10,3,36,08-17-2018,11,0,0
1,stable,10,3,36,08-17-2018,12,0,0
2,stable,10,3,36,08-17-2018,1,0,0
2,stable,10,3,36,08-17-2018,2,0,0
2,stable,10,3,36,08-17-2018,3,0,0
2,stable,10,3,36,08-17-2018,4,0,0
2,stable,10,3,36,08-17-2018,5,0,0
2,stable,10,3,36,08-17-2018,6,0,0
2,stable,10,3,36,08-17-2018,7,0,0
2,stable,10,3,36,08-17-2018,8,0,0
2,stable,10,3,36,08-17-2018,9,0,0
2,stable,10,3,36,08-17-2018,10,0,0
2,stable,10,3,36,08-17-2018,11,0,0
2,stable,10,3,36,08-17-2018,12,0,0
3,stable,10,3,36,08-17-2018,1,0,0
3,stable,10,3,36,08-17-2018,2,0,0
3,stable,10,3,36,08-17-2018,3,0,0
3,stable,10,3,36,08-17-2018,4,0,0
3,stable,10,3,36,08-17-2018,5,0,0
3,stable,10,3,36,08-17-2018,6,0,0
3,stable,10,3,36,08-17-2018,7,0,0
3,stable,10,3,36,08-17-2018,8,0,0
3,stable,10,3,36,08-17-2018,9,0,0
3,stable,10,3,36,08-17-2018,10,0,0
3,stable,10,3,36,08-17-2018,11,0,0
3,stable,10,3,36,08-17-2018,12,0,0
4,stable,10,3,36,08-17-2018,1,0,0
4,stable,10,3,36,08-17-2018,2,0,0
4,stable,10,3,36,08-17-2018,3,0,0
4,stable,10,3,36,08-17-2018,4,0,0
4,stable,10,3,36,08-17-2018,5,0,0
4,stable,10,3,36,08-17-2018,6,0,0
4,stable,10,3,36,08-17-2018,7,0,0
4,stable,10,3,36,08-17-2018,8,0,0
4,stable,10,3,36,08-17-2018,9,0,0
4,stable,10,3,36,08-17-2018,10,0,0
4,stable,10,3,36,08-17-2018,11,0,0
4,stable,10,3,36,08-17-2018,12,0,0
5,rising,11,3,36,08-17-2018,1,0,0
5,rising,11,3,36,08-17-2018,2,0,0
5,rising,11,3,36,08-17-2018,3,0,0
5,rising,11,3,36,08-17-2018,4,0,0
5,rising,11,3,36,08-17-2018,5,0,0
5,rising,11,3,36,08-17-2018,6,1,40
5,rising,11,3,36,08-17-2018,7,0,0
5,rising,11,3,36,08-17-2018,8,0,0
5,rising,11,3,36,08-17-2018,9,0,0
5,rising,11,3,36,08-17-2018,10,0,0
5,rising,11,3,36,08-17-2018,11,0,0
5,rising,11,3,36,08-17-2018,12,1,2
6,rising,11,3,36,08-17-2018,1,0,0
6,rising,11,3,36,08-17-2018,2,0,0
6,rising,11,3,36,08-17-2018,3,0,0
6,rising,11,3,36,08-17-2018,4,0,0
6,rising,11,3,36,08-17-2018,5,0,0
6,rising,11,3,36,08-17-2018,6,0,0
6,rising,11,3,36,08-17-2018,7,0,0
6,rising,11,3,36,08-17-2018,8,1,11
6,rising,11,3,36,08-17-2018,9,0,0
6,rising,11,3,36,08-17-2018,10,0,0
6,rising,11,3,36,08-17-2018,11,0,0
6,rising,11,3,36,08-17-2018,12,0,0
7,rising,11,3,36,08-17-2018,1,0,0
7,rising,11,3,36,08-17-2018,2,0,0
7,rising,11,3,36,08-17-2018,3,0,0
7,rising,11,3,36,08-17-2018,4,0,0
7,rising,11,3,36,08-17-2018,5,0,0
7,rising,11,3,36,08-17-2018,6,0,0
7,rising,11,3,36,08-17-2018,7,0,0
7,rising,11,3,36,08-17-2018,8,0,0
7,rising,11,3,36,08-17-2018,9,0,0
7,rising,11,3,36,08-17-2018,10,0,0
7,rising,11,3,36,08-17-2018,11,0,0
7,rising,11,3,36,08-17-2018,12,0,0
8,rising,11,3,36,08-17-2018,1,0,0
8,rising,11,3,36,08-17-2018,2,0,0
8,rising,11,3,36,08-17-2018,3,0,0
