population,treatment,temp,period,day,date,rep,status,intensity
8,rising,11,3,36,08-17-2018,4,0,0
8,rising,11,3,36,08-17-2018,5,1,2
8,rising,11,3,36,08-17-2018,6,0,0
8,rising,11,3,36,08-17-2018,7,0,0
8,rising,11,3,36,08-17-2018,8,0,0
8,rising,11,3,36,08-17-2018,9,0,0
8,rising,11,3,36,08-17-2018,10,0,0
8,rising,11,3,36,08-17-2018,11,0,0
8,rising,11,3,36,08-17-2018,12,0,0
1,stable,10,3,39,08-20-2018,1,0,0
1,stable,10,3,39,08-20-2018,2,0,0
1,stable,10,3,39,08-20-2018,3,0,0
1,stable,10,3,39,08-20-2018,4,0,0
1,stable,10,3,39,08-20-2018,5,0,0
1,stable,10,3,39,08-20-2018,6,0,0
1,stable,10,3,39,08-20-2018,7,0,0
1,stable,10,3,39,08-20-2018,8,0,0
1,stable,10,3,39,08-20-2018,9,0,0
1,stable,10,3,39,08-20-2018,10,0,0
1,stable,10,3,39,08-20-2018,11,0,0
1,stable,10,3,39,08-20-2018,12,0,0
2,stable,10,3,39,08-20-2018,1,0,0
2,stable,10,3,39,08-20-2018,2,0,0
2,stable,10,3,39,08-20-2018,3,0,0
2,stable,10,3,39,08-20-2018,4,0,0
2,stable,10,3,39,08-20-2018,5,0,0
2,stable,10,3,39,08-20-2018,6,0,0
2,stable,10,3,39,08-20-2018,7,0,0
2,stable,10,3,39,08-20-2018,8,0,0
2,stable,10,3,39,08-20-2018,9,0,0
2,stable,10,3,39,08-20-2018,10,0,0
2,stable,10,3,39,08-20-2018,11,0,0
2,stable,10,3,39,08-20-2018,12,0,0
3,stable,10,3,39,08-20-2018,1,0,0
3,stable,10,3,39,08-20-2018,2,0,0
3,stable,10,3,39,08-20-2018,3,0,0
3,stable,10,3,39,08-20-2018,4,0,0
3,stable,10,3,39,08-20-2018,5,0,0
3,stable,10,3,39,08-20-2018,6,0,0
3,stable,10,3,39,08-20-2018,7,0,0
3,stable,10,3,39,08-20-2018,8,0,0
3,stable,10,3,39,08-20-2018,9,0,0
3,stable,10,3,39,08-20-2018,10,0,0
3,stable,10,3,39,08-20-2018,11,0,0
3,stable,10,3,39,08-20-2018,12,0,0
4,stable,10,3,39,08-20-2018,1,0,0
4,stable,10,3,39,08-20-2018,2,0,0
4,stable,10,3,39,08-20-2018,3,0,0
4,stable,10,3,39,08-20-2018,4,0,0
4,stable,10,3,39,08-20-2018,5,0,0
4,stable,10,3,39,08-20-2018,6,0,0
4,stable,10,3,39,08-20-2018,7,0,0
4,stable,10,3,39,08-20-2018,8,0,0
4,stable,10,3,39,08-20-2018,9,0,0
4,stable,10,3,39,08-20-2018,10,0,0
4,stable,10,3,39,08-20-2018,11,0,0
4,stable,10,3,39,08-20-2018,12,0,0
5,rising,11,3,39,08-20-2018,1,0,0
5,rising,11,3,39,08-20-2018,2,0,0
5,rising,11,3,39,08-20-2018,3,0,0
5,rising,11,3,39,08-20-2018,4,0,0
5,rising,11,3,39,08-20-2018,5,0,0
5,rising,11,3,39,08-20-2018,6,0,0
5,rising,11,3,39,08-20-2018,7,0,0
5,rising,11,3,39,08-20-2018,8,0,0
5,rising,11,3,39,08-20-2018,9,0,0
5,rising,11,3,39,08-20-2018,10,0,0
5,rising,11,3,39,08-20-2018,11,0,0
5,rising,11,3,39,08-20-2018,12,0,0
6,rising,11,3,39,08-20-2018,1,0,0
6,rising,11,3,39,08-20-2018,2,0,0
6,rising,11,3,39,08-20-2018,3,0,0
6,rising,11,3,39,08-20-2018,4,0,0
6,rising,11,3,39,08-20-2018,5,0,0
6,rising,11,3,39,08-20-2018,6,0,0
6,rising,11,3,39,08-20-2018,7,0,0
6,rising,11,3,39,08-20-2018,8,0,0
6,rising,11,3,39,08-20-2018,9,0,0
6,rising,11,3,39,08-20-2018,10,0,0
6,rising,11,3,39,08-20-2018,11,0,0
6,rising,11,3,39,08-20-2018,12,0,0
7,rising,11,3,39,08-20-2018,1,0,0
7,rising,11,3,39,08-20-2018,2,0,0
7,rising,11,3,39,08-20-2018,3,0,0
7,rising,11,3,39,08-20-2018,4,0,0
7,rising,11,3,39,08-20-2018,5,0,0
7,rising,11,3,39,08-20-2018,6,0,0
7,rising,11,3,39,08-20-2018,7,0,0
7,rising,11,3,39,08-20-2018,8,0,0
7,rising,11,3,39,08-20-2018,9,0,0
7,rising,11,3,39,08-20-2018,10,0,0
7,rising,11,3,39,08-20-2018,11,0,0
7,rising,11,3,39,08-20-2018,12,0,0
8,rising,11,3,39,08-20-2018,1,0,0
8,rising,11,3,39,08-20-2018,2,0,0
8,rising,11,3,39,08-20-2018,3,0,0
8,rising,11,3,39,08-20-2018,4,0,0
8,rising,11,3,39,08-20-2018,5,0,0
8,rising,11,3,39,08-20-2018,6,0,0
8,rising,11,3,39,08-20-2018,7,0,0
8,rising,11,3,39,08-20-2018,8,0,0
8,rising,11,3,39,08-20-2018,9,0,0
8,rising,11,3,39,08-20-2018,10,0,0
8,rising,11,3,39,08-20-2018,11,0,0
8,rising,11,3,39,08-20-2018,12,0,0
1,stable,10,3,42,08-23-2018,1,0,0
1,stable,10,3,42,08-23-2018,2,0,0
1,stable,10,3,42,08-23-2018,3,0,0
1,stable,10,3,42,08-23-2018,4,0,0
1,stable,10,3,42,08-23-2018,5,0,0
1,stable,10,3,42,08-23-2018,6,0,0
1,stable,10,3,42,08-23-2018,7,0,0
1,stable,10,3,42,08-23-2018,8,0,0
1,stable,10,3,42,08-23-2018,9,0,0
1,stable,10,3,42,08-23-2018,10,0,0
1,stable,10,3,42,08-23-2018,11,0,0
1,stable,10,3,42,08-23-2018,12,0,0
2,stable,10,3,42,08-23-2018,1,0,0
2,stable,10,3,42,08-23-2018,2,0,0
2,stable,10,3,42,08-23-2018,3,0,0
2,stable,10,3,42,08-23-2018,4,0,0
2,stable,10,3,42,08-23-2018,5,0,0
2,stable,10,3,42,08-23-2018,6,0,0
2,stable,10,3,42,08-23-2018,7,0,0
2,stable,10,3,42,08-23-2018,8,0,0
2,stable,10,3,42,08-23-2018,9,0,0
2,stable,10,3,42,08-23-2018,10,0,0
2,stable,10,3,42,08-23-2018,11,0,0
2,stable,10,3,42,08-23-2018,12,0,0
3,stable,10,3,42,08-23-2018,1,0,0
3,stable,10,3,42,08-23-2018,2,0,0
3,stable,10,3,42,08-23-2018,3,0,0
3,stable,10,3,42,08-23-2018,4,0,0
3,stable,10,3,42,08-23-2018,5,0,0
3,stable,10,3,42,08-23-2018,6,0,0
3,stable,10,3,42,08-23-2018,7,0,0
3,stable,10,3,42,08-23-2018,8,0,0
3,stable,10,3,42,08-23-2018,9,0,0
3,stable,10,3,42,08-23-2018,10,0,0
3,stable,10,3,42,08-23-2018,11,0,0
3,stable,10,3,42,08-23-2018,12,0,0
4,stable,10,3,42,08-23-2018,1,1,9
4,stable,10,3,42,08-23-2018,2,0,0
4,stable,10,3,42,08-23-2018,3,0,0
4,stable,10,3,42,08-23-2018,4,0,0
4,stable,10,3,42,08-23-2018,5,0,0
4,stable,10,3,42,08-23-2018,6,0,0
4,stable,10,3,42,08-23-2018,7,0,0
4,stable,10,3,42,08-23-2018,8,0,0
4,stable,10,3,42,08-23-2018,9,0,0
4,stable,10,3,42,08-23-2018,10,0,0
4,stable,10,3,42,08-23-2018,11,0,0
4,stable,10,3,42,08-23-2018,12,0,0
5,rising,11,3,42,08-23-2018,1,0,0
5,rising,11,3,42,08-23-2018,2,0,0
5,rising,11,3,42,08-23-2018,3,0,0
5,rising,11,3,42,08-23-2018,4,0,0
5,rising,11,3,42,08-23-2018,5,0,0
5,rising,11,3,42,08-23-2018,6,0,0
5,rising,11,3,42,08-23-2018,7,0,0
5,rising,11,3,42,08-23-2018,8,0,0
5,rising,11,3,42,08-23-2018,9,0,0
5,rising,11,3,42,08-23-2018,10,0,0
5,rising,11,3,42,08-23-2018,11,0,0
5,rising,11,3,42,08-23-2018,12,0,0
6,rising,11,3,42,08-23-2018,1,0,0
6,rising,11,3,42,08-23-2018,2,0,0
6,rising,11,3,42,08-23-2018,3,0,0
6,rising,11,3,42,08-23-2018,4,0,0
6,rising,11,3,42,08-23-2018,5,0,0
6,rising,11,3,42,08-23-2018,6,0,0
6,rising,11,3,42,08-23-2018,7,0,0
6,rising,11,3,42,08-23-2018,8,0,0
6,rising,11,3,42,08-23-2018,9,0,0
6,rising,11,3,42,08-23-2018,10,0,0
6,rising,11,3,42,08-23-2018,11,0,0
6,rising,11,3,42,08-23-2018,12,0,0
7,rising,11,3,42,08-23-2018,1,0,0
7,rising,11,3,42,08-23-2018,2,0,0
7,rising,11,3,42,08-23-2018,3,0,0
7,rising,11,3,42,08-23-2018,4,0,0
7,rising,11,3,42,08-23-2018,5,0,0
7,rising,11,3,42,08-23-2018,6,1,5
7,rising,11,3,42,08-23-2018,7,0,0
7,rising,11,3,42,08-23-2018,8,0,0
7,rising,11,3,42,08-23-2018,9,0,0
7,rising,11,3,42,08-23-2018,10,0,0
7,rising,11,3,42,08-23-2018,11,0,0
7,rising,11,3,42,08-23-2018,12,0,0
8,rising,11,3,42,08-23-2018,1,1,56
8,rising,11,3,42,08-23-2018,2,0,0
8,rising,11,3,42,08-23-2018,3,0,0
8,rising,11,3,42,08-23-2018,4,0,0
8,rising,11,3,42,08-23-2018,5,0,0
8,rising,11,3,42,08-23-2018,6,0,0
8,rising,11,3,42,08-23-2018,7,0,0
8,rising,11,3,42,08-23-2018,8,0,0
8,rising,11,3,42,08-23-2018,9,0,0
8,rising,11,3,42,08-23-2018,10,0,0
8,rising,11,3,42,08-23-2018,11,1,4
8,rising,11,3,42,08-23-2018,12,0,0
1,stable,10,3,45,08-26-2018,1,0,0
1,stable,10,3,45,08-26-2018,2,0,0
1,stable,10,3,45,08-26-2018,3,0,0
1,stable,10,3,45,08-26-2018,4,0,0
1,stable,10,3,45,08-26-2018,5,0,0
1,stable,10,3,45,08-26-2018,6,0,0
1,stable,10,3,45,08-26-2018,7,0,0
1,stable,10,3,45,08-26-2018,8,0,0
1,stable,10,3,45,08-26-2018,9,0,0
1,stable,10,3,45,08-26-2018,10,0,0
1,stable,10,3,45,08-26-2018,11,0,0
1,stable,10,3,45,08-26-2018,12,0,0
2,stable,10,3,45,08-26-2018,1,0,0
2,stable,10,3,45,08-26-2018,2,0,0
2,stable,10,3,45,08-26-2018,3,0,0
2,stable,10,3,45,08-26-2018,4,0,0
2,stable,10,3,45,08-26-2018,5,0,0
2,stable,10,3,45,08-26-2018,6,0,0
2,stable,10,3,45,08-26-2018,7,0,0
2,stable,10,3,45,08-26-2018,8,0,0
2,stable,10,3,45,08-26-2018,9,0,0
2,stable,10,3,45,08-26-2018,10,0,0
2,stable,10,3,45,08-26-2018,11,0,0
2,stable,10,3,45,08-26-2018,12,0,0
3,stable,10,3,45,08-26-2018,1,0,0
3,stable,10,3,45,08-26-2018,2,0,0
3,stable,10,3,45,08-26-2018,3,1,1
3,stable,10,3,45,08-26-2018,4,0,0
3,stable,10,3,45,08-26-2018,5,0,0
3,stable,10,3,45,08-26-2018,6,0,0
3,stable,10,3,45,08-26-2018,7,0,0
3,stable,10,3,45,08-26-2018,8,0,0
3,stable,10,3,45,08-26-2018,9,0,0
3,stable,10,3,45,08-26-2018,10,0,0
3,stable,10,3,45,08-26-2018,11,0,0
3,stable,10,3,45,08-26-2018,12,0,0
4,stable,10,3,45,08-26-2018,1,0,0
4,stable,10,3,45,08-26-2018,2,0,0
4,stable,10,3,45,08-26-2018,3,0,0
4,stable,10,3,45,08-26-2018,4,0,0
4,stable,10,3,45,08-26-2018,5,0,0
4,stable,10,3,45,08-26-2018,6,0,0
4,stable,10,3,45,08-26-2018,7,0,0
4,stable,10,3,45,08-26-2018,8,0,0
4,stable,10,3,45,08-26-2018,9,0,0
4,stable,10,3,45,08-26-2018,10,0,0
4,stable,10,3,45,08-26-2018,11,0,0
4,stable,10,3,45,08-26-2018,12,0,0
5,rising,11,3,45,08-26-2018,1,0,0
5,rising,11,3,45,08-26-2018,2,0,0
5,rising,11,3,45,08-26-2018,3,0,0
5,rising,11,3,45,08-26-2018,4,0,0
5,rising,11,3,45,08-26-2018,5,0,0
5,rising,11,3,45,08-26-2018,6,0,0
5,rising,11,3,45,08-26-2018,7,0,0
5,rising,11,3,45,08-26-2018,8,0,0
5,rising,11,3,45,08-26-2018,9,0,0
5,rising,11,3,45,08-26-2018,10,0,0
5,rising,11,3,45,08-26-2018,11,0,0
5,rising,11,3,45,08-26-2018,12,0,0
6,rising,11,3,45,08-26-2018,1,0,0
6,rising,11,3,45,08-26-2018,2,0,0
6,rising,11,3,45,08-26-2018,3,0,0
6,rising,11,3,45,08-26-2018,4,0,0
6,rising,11,3,45,08-26-2018,5,0,0
6,rising,11,3,45,08-26-2018,6,0,0
6,rising,11,3,45,08-26-2018,7,1,10
6,rising,11,3,45,08-26-2018,8,0,0
6,rising,11,3,45,08-26-2018,9,0,0
6,rising,11,3,45,08-26-2018,10,0,0
6,rising,11,3,45,08-26-2018,11,0,0
6,rising,11,3,45,08-26-2018,12,0,0
7,rising,11,3,45,08-26-2018,1,0,0
7,rising,11,3,45,08-26-2018,2,0,0
7,rising,11,3,45,08-26-2018,3,0,0
7,rising,11,3,45,08-26-2018,4,0,0
7,rising,11,3,45,08-26-2018,5,0,0
7,rising,11,3,45,08-26-2018,6,0,0
7,rising,11,3,45,08-26-2018,7,0,0
7,rising,11,3,45,08-26-2018,8,0,0
7,rising,11,3,45,08-26-2018,9,0,0
7,rising,11,3,45,08-26-2018,10,0,0
7,rising,11,3,45,08-26-2018,11,0,0
7,rising,11,3,45,08-26-2018,12,0,0
8,rising,11,3,45,08-26-2018,1,0,0
8,rising,11,3,45,08-26-2018,2,0,0
8,rising,11,3,45,08-26-2018,3,0,0
8,rising,11,3,45,08-26-2018,4,0,0
8,rising,11,3,45,08-26-2018,5,0,0
8,rising,11,3,45,08-26-2018,6,0,0
8,rising,11,3,45,08-26-2018,7,0,0
8,rising,11,3,45,08-26-2018,8,0,0
8,rising,11,3,45,08-26-2018,9,0,0
8,rising,11,3,45,08-26-2018,10,0,0
8,rising,11,3,45,08-26-2018,11,0,0
8,rising,11,3,45,08-26-2018,12,0,0
1,stable,10,4,48,08-29-2018,1,0,0
1,stable,10,4,48,08-29-2018,2,0,0
1,stable,10,4,48,08-29-2018,3,0,0
1,stable,10,4,48,08-29-2018,4,0,0
1,stable,10,4,48,08-29-2018,5,0,0
1,stable,10,4,48,08-29-2018,6,0,0
1,stable,10,4,48,08-29-2018,7,0,0
1,stable,10,4,48,08-29-2018,8,0,0
1,stable,10,4,48,08-29-2018,9,0,0
1,stable,10,4,48,08-29-2018,10,0,0
1,stable,10,4,48,08-29-2018,11,0,0
1,stable,10,4,48,08-29-2018,12,1,2
2,stable,10,4,48,08-29-2018,1,0,0
2,stable,10,4,48,08-29-2018,2,0,0
2,stable,10,4,48,08-29-2018,3,0,0
2,stable,10,4,48,08-29-2018,4,0,0
2,stable,10,4,48,08-29-2018,5,0,0
2,stable,10,4,48,08-29-2018,6,0,0
2,stable,10,4,48,08-29-2018,7,0,0
2,stable,10,4,48,08-29-2018,8,0,0
2,stable,10,4,48,08-29-2018,9,0,0
2,stable,10,4,48,08-29-2018,10,0,0
2,stable,10,4,48,08-29-2018,11,0,0
2,stable,10,4,48,08-29-2018,12,0,0
3,stable,10,4,48,08-29-2018,1,0,0
3,stable,10,4,48,08-29-2018,2,0,0
3,stable,10,4,48,08-29-2018,3,0,0
3,stable,10,4,48,08-29-2018,4,0,0
3,stable,10,4,48,08-29-2018,5,0,0
3,stable,10,4,48,08-29-2018,6,0,0
3,stable,10,4,48,08-29-2018,7,0,0
3,stable,10,4,48,08-29-2018,8,0,0
3,stable,10,4,48,08-29-2018,9,0,0
3,stable,10,4,48,08-29-2018,10,0,0
3,stable,10,4,48,08-29-2018,11,0,0
3,stable,10,4,48,08-29-2018,12,0,0
4,stable,10,4,48,08-29-2018,1,0,0
4,stable,10,4,48,08-29-2018,2,0,0
4,stable,10,4,48,08-29-2018,3,0,0
4,stable,10,4,48,08-29-2018,4,0,0
4,stable,10,4,48,08-29-2018,5,0,0
4,stable,10,4,48,08-29-2018,6,0,0
4,stable,10,4,48,08-29-2018,7,0,0
4,stable,10,4,48,08-29-2018,8,0,0
4,stable,10,4,48,08-29-2018,9,0,0
4,stable,10,4,48,08-29-2018,10,0,0
4,stable,10,4,48,08-29-2018,11,0,0
4,stable,10,4,48,08-29-2018,12,0,0
5,rising,11.5,4,48,08-29-2018,1,0,0
5,rising,11.5,4,48,08-29-2018,2,0,0
5,rising,11.5,4,48,08-29-2018,3,0,0
5,rising,11.5,4,48,08-29-2018,4,0,0
5,rising,11.5,4,48,08-29-2018,5,0,0
5,rising,11.5,4,48,08-29-2018,6,0,0
5,rising,11.5,4,48,08-29-2018,7,0,0
5,rising,11.5,4,48,08-29-2018,8,0,0
5,rising,11.5,4,48,08-29-2018,9,0,0
5,rising,11.5,4,48,08-29-2018,10,0,0
5,rising,11.5,4,48,08-29-2018,11,0,0
5,rising,11.5,4,48,08-29-2018,12,0,0
6,rising,11.5,4,48,08-29-2018,1,0,0
6,rising,11.5,4,48,08-29-2018,2,0,0
6,rising,11.5,4,48,08-29-2018,3,0,0
6,rising,11.5,4,48,08-29-2018,4,0,0
6,rising,11.5,4,48,08-29-2018,5,0,0
6,rising,11.5,4,48,08-29-2018,6,0,0
6,rising,11.5,4,48,08-29-2018,7,0,0
6,rising,11.5,4,48,08-29-2018,8,0,0
6,rising,11.5,4,48,08-29-2018,9,0,0
6,rising,11.5,4,48,08-29-2018,10,0,0
6,rising,11.5,4,48,08-29-2018,11,0,0
6,rising,11.5,4,48,08-29-2018,12,0,0
7,rising,11.5,4,48,08-29-2018,1,0,0
7,rising,11.5,4,48,08-29-2018,2,0,0
7,rising,11.5,4,48,08-29-2018,3,0,0
7,rising,11.5,4,48,08-29-2018,4,0,0
7,rising,11.5,4,48,08-29-2018,5,0,0
7,rising,11.5,4,48,08-29-2018,6,0,0
7,rising,11.5,4,48,08-29-2018,7,0,0
7,rising,11.5,4,48,08-29-2018,8,0,0
7,rising,11.5,4,48,08-29-2018,9,0,0
7,rising,11.5,4,48,08-29-2018,10,0,0
7,rising,11.5,4,48,08-29-2018,11,0,0
7,rising,11.5,4,48,08-29-2018,12,0,0
8,rising,11.5,4,48,08-29-2018,1,0,0
8,rising,11.5,4,48,08-29-2018,2,0,0
8,rising,11.5,4,48,08-29-2018,3,0,0
8,rising,11.5,4,48,08-29-2018,4,0,0
8,rising,11.5,4,48,08-29-2018,5,0,0
8,rising,11.5,4,48,08-29-2018,6,0,0
8,rising,11.5,4,48,08-29-2018,7,0,0
8,rising,11.5,4,48,08-29-2018,8,0,0
8,rising,11.5,4,48,08-29-2018,9,0,0
8,rising,11.5,4,48,08-29-2018,10,0,0
8,rising,11.5,4,48,08-29-2018,11,0,0
8,rising,11.5,4,48,08-29-2018,12,0,0
1,stable,10,4,51,09-01-2018,1,0,0
1,stable,10,4,51,09-01-2018,2,0,0
1,stable,10,4,51,09-01-2018,3,0,0
1,stable,10,4,51,09-01-2018,4,0,0
1,stable,10,4,51,09-01-2018,5,0,0
1,stable,10,4,51,09-01-2018,6,0,0
1,stable,10,4,51,09-01-2018,7,0,0
1,stable,10,4,51,09-01-2018,8,0,0
1,stable,10,4,51,09-01-2018,9,0,0
1,stable,10,4,51,09-01-2018,10,0,0
1,stable,10,4,51,09-01-2018,11,0,0
1,stable,10,4,51,09-01-2018,12,0,0
2,stable,10,4,51,09-01-2018,1,0,0
2,stable,10,4,51,09-01-2018,2,0,0
2,stable,10,4,51,09-01-2018,3,0,0
2,stable,10,4,51,09-01-2018,4,0,0
2,stable,10,4,51,09-01-2018,5,0,0
2,stable,10,4,51,09-01-2018,6,0,0
2,stable,10,4,51,09-01-2018,7,0,0
2,stable,10,4,51,09-01-2018,8,0,0
2,stable,10,4,51,09-01-2018,9,0,0
2,stable,10,4,51,09-01-2018,10,0,0
2,stable,10,4,51,09-01-2018,11,0,0
2,stable,10,4,51,09-01-2018,12,0,0
3,stable,10,4,51,09-01-2018,1,0,0
3,stable,10,4,51,09-01-2018,2,0,0
3,stable,10,4,51,09-01-2018,3,0,0
3,stable,10,4,51,09-01-2018,4,0,0
3,stable,10,4,51,09-01-2018,5,0,0
3,stable,10,4,51,09-01-2018,6,0,0
3,stable,10,4,51,09-01-2018,7,0,0
3,stable,10,4,51,09-01-2018,8,0,0
3,stable,10,4,51,09-01-2018,9,0,0
3,stable,10,4,51,09-01-2018,10,0,0
3,stable,10,4,51,09-01-2018,11,0,0
3,stable,10,4,51,09-01-2018,12,0,0
4,stable,10,4,51,09-01-2018,1,0,0
4,stable,10,4,51,09-01-2018,2,0,0
4,stable,10,4,51,09-01-2018,3,0,0
4,stable,10,4,51,09-01-2018,4,0,0
4,stable,10,4,51,09-01-2018,5,0,0
4,stable,10,4,51,09-01-2018,6,0,0
4,stable,10,4,51,09-01-2018,7,0,0
4,stable,10,4,51,09-01-2018,8,0,0
4,stable,10,4,51,09-01-2018,9,0,0
4,stable,10,4,51,09-01-2018,10,0,0
4,stable,10,4,51,09-01-2018,11,0,0
4,stable,10,4,51,09-01-2018,12,0,0
5,rising,11.5,4,51,09-01-2018,1,0,0
5,rising,11.5,4,51,09-01-2018,2,0,0
5,rising,11.5,4,51,09-01-2018,3,0,0
5,rising,11.5,4,51,09-01-2018,4,0,0
5,rising,11.5,4,51,09-01-2018,5,0,0
5,rising,11.5,4,51,09-01-2018,6,0,0
5,rising,11.5,4,51,09-01-2018,7,0,0
5,rising,11.5,4,51,09-01-2018,8,0,0
5,rising,11.5,4,51,09-01-2018,9,0,0
5,rising,11.5,4,51,09-01-2018,10,0,0
5,rising,11.5,4,51,09-01-2018,11,0,0
5,rising,11.5,4,51,09-01-2018,12,0,0
6,rising,11.5,4,51,09-01-2018,1,0,0
6,rising,11.5,4,51,09-01-2018,2,0,0
6,rising,11.5,4,51,09-01-2018,3,0,0
6,rising,11.5,4,51,09-01-2018,4,0,0
6,rising,11.5,4,51,09-01-2018,5,0,0
6,rising,11.5,4,51,09-01-2018,6,0,0
6,rising,11.5,4,51,09-01-2018,7,0,0
6,rising,11.5,4,51,09-01-2018,8,0,0
6,rising,11.5,4,51,09-01-2018,9,0,0
6,rising,11.5,4,51,09-01-2018,10,0,0
6,rising,11.5,4,51,09-01-2018,11,0,0
6,rising,11.5,4,51,09-01-2018,12,0,0
7,rising,11.5,4,51,09-01-2018,1,0,0
7,rising,11.5,4,51,09-01-2018,2,0,0
7,rising,11.5,4,51,09-01-2018,3,0,0
7,rising,11.5,4,51,09-01-2018,4,0,0
7,rising,11.5,4,51,09-01-2018,5,0,0
7,rising,11.5,4,51,09-01-2018,6,0,0
7,rising,11.5,4,51,09-01-2018,7,0,0
7,rising,11.5,4,51,09-01-2018,8,0,0
7,rising,11.5,4,51,09-01-2018,9,1,2
7,rising,11.5,4,51,09-01-2018,10,0,0
7,rising,11.5,4,51,09-01-2018,11,0,0
7,rising,11.5,4,51,09-01-2018,12,0,0
8,rising,11.5,4,51,09-01-2018,1,0,0
8,rising,11.5,4,51,09-01-2018,2,0,0
8,rising,11.5,4,51,09-01-2018,3,0,0
8,rising,11.5,4,51,09-01-2018,4,0,0
8,rising,11.5,4,51,09-01-2018,5,0,0
8,rising,11.5,4,51,09-01-2018,6,0,0
8,rising,11.5,4,51,09-01-2018,7,0,0
8,rising,11.5,4,51,09-01-2018,8,0,0
8,rising,11.5,4,51,09-01-2018,9,0,0
8,rising,11.5,4,51,09-01-2018,10,0,0
8,rising,11.5,4,51,09-01-2018,11,0,0
8,rising,11.5,4,51,09-01-2018,12,0,0
1,stable,10,4,54,09-04-2018,1,0,0
1,stable,10,4,54,09-04-2018,2,0,0
1,stable,10,4,54,09-04-2018,3,0,0
1,stable,10,4,54,09-04-2018,4,0,0
1,stable,10,4,54,09-04-2018,5,0,0
1,stable,10,4,54,09-04-2018,6,0,0
1,stable,10,4,54,09-04-2018,7,0,0
1,stable,10,4,54,09-04-2018,8,0,0
1,stable,10,4,54,09-04-2018,9,0,0
1,stable,10,4,54,09-04-2018,10,0,0
1,stable,10,4,54,09-04-2018,11,0,0
1,stable,10,4,54,09-04-2018,12,0,0
2,stable,10,4,54,09-04-2018,1,0,0
2,stable,10,4,54,09-04-2018,2,0,0
2,stable,10,4,54,09-04-2018,3,0,0
2,stable,10,4,54,09-04-2018,4,0,0
2,stable,10,4,54,09-04-2018,5,0,0
2,stable,10,4,54,09-04-2018,6,0,0
2,stable,10,4,54,09-04-2018,7,0,0
2,stable,10,4,54,09-04-2018,8,0,0
2,stable,10,4,54,09-04-2018,9,0,0
2,stable,10,4,54,09-04-2018,10,0,0
2,stable,10,4,54,09-04-2018,11,0,0
2,stable,10,4,54,09-04-2018,12,0,0
3,stable,10,4,54,09-04-2018,1,0,0
3,stable,10,4,54,09-04-2018,2,0,0
3,stable,10,4,54,09-04-2018,3,0,0
3,stable,10,4,54,09-04-2018,4,0,0
3,stable,10,4,54,09-04-2018,5,0,0
3,stable,10,4,54,09-04-2018,6,1,3
3,stable,10,4,54,09-04-2018,7,0,0
3,stable,10,4,54,09-04-2018,8,0,0
3,stable,10,4,54,09-04-2018,9,0,0
3,stable,10,4,54,09-04-2018,10,0,0
3,stable,10,4,54,09-04-2018,11,0,0
3,stable,10,4,54,09-04-2018,12,0,0
4,stable,10,4,54,09-04-2018,1,1,4
4,stable,10,4,54,09-04-2018,2,0,0
4,stable,10,4,54,09-04-2018,3,0,0
4,stable,10,4,54,09-04-2018,4,0,0
4,stable,10,4,54,09-04-2018,5,0,0
4,stable,10,4,54,09-04-2018,6,0,0
4,stable,10,4,54,09-04-2018,7,0,0
4,stable,10,4,54,09-04-2018,8,0,0
4,stable,10,4,54,09-04-2018,9,0,0
4,stable,10,4,54,09-04-2018,10,0,0
4,stable,10,4,54,09-04-2018,11,0,0
4,stable,10,4,54,09-04-2018,12,0,0
5,rising,11.5,4,54,09-04-2018,1,0,0
5,rising,11.5,4,54,09-04-2018,2,0,0
5,rising,11.5,4,54,09-04-2018,3,0,0
5,rising,11.5,4,54,09-04-2018,4,0,0
5,rising,11.5,4,54,09-04-2018,5,0,0
5,rising,11.5,4,54,09-04-2018,6,0,0
5,rising,11.5,4,54,09-04-2018,7,0,0
5,rising,11.5,4,54,09-04-2018,8,0,0
5,rising,11.5,4,54,09-04-2018,9,0,0
5,rising,11.5,4,54,09-04-2018,10,0,0
5,rising,11.5,4,54,09-04-2018,11,0,0
5,rising,11.5,4,54,09-04-2018,12,0,0
6,rising,11.5,4,54,09-04-2018,1,0,0
6,rising,11.5,4,54,09-04-2018,2,0,0
6,rising,11.5,4,54,09-04-2018,3,0,0
6,rising,11.5,4,54,09-04-2018,4,0,0
6,rising,11.5,4,54,09-04-2018,5,0,0
6,rising,11.5,4,54,09-04-2018,6,0,0
6,rising,11.5,4,54,09-04-2018,7,0,0
6,rising,11.5,4,54,09-04-2018,8,0,0
6,rising,11.5,4,54,09-04-2018,9,1,68
6,rising,11.5,4,54,09-04-2018,10,0,0
6,rising,11.5,4,54,09-04-2018,11,0,0
6,rising,11.5,4,54,09-04-2018,12,0,0
7,rising,11.5,4,54,09-04-2018,1,1,9
7,rising,11.5,4,54,09-04-2018,2,0,0
7,rising,11.5,4,54,09-04-2018,3,0,0
7,rising,11.5,4,54,09-04-2018,4,0,0
7,rising,11.5,4,54,09-04-2018,5,0,0
7,rising,11.5,4,54,09-04-2018,6,0,0
7,rising,11.5,4,54,09-04-2018,7,0,0
7,rising,11.5,4,54,09-04-2018,8,0,0
7,rising,11.5,4,54,09-04-2018,9,0,0
7,rising,11.5,4,54,09-04-2018,10,0,0
